transaction_id,customer_id,transaction_date,amount,transaction_type,channel,category,status,merchant_name,balance_after
TXN8BFBF88FDA,CUST0090,2024-07-15 10:47:03,42692.65,DEBIT,ATM,TRANSFER,SUCCESS,Merchant_95,216736.48
TXNCD27D85326,CUST0185,2024-11-03 05:36:16,-44068.96,WITHDRAWAL,ONLINE,RENT,SUCCESS,Merchant_6,451646.87
TXN4F1325ACD6,CUST0055,2024-03-01 21:57:35,-45579.47,WITHDRAWAL,ATM,REFUND,SUCCESS,Merchant_45,325925.17
TXND80D201545,CUST0161,2024-03-19 02:37:17,-4572.67,WITHDRAWAL,POS,TRANSFER,SUCCESS,Merchant_1,276065.56
TXN62512B190F,CUST0192,2024-12-15 13:15:01,10184.46,WITHDRAWAL,MOBILE,REFUND,SUCCESS,Merchant_84,447809.07
TXNAA56C21AAC,CUST0039,2024-03-28 14:49:36,-40367.61,CREDIT,ATM,GROCERIES,SUCCESS,Merchant_7,8280.37
TXN830FD69C7F,CUST0106,2024-10-05 09:57:26,51161.21,PAYMENT,POS,ENTERTAINMENT,FAILED,Merchant_19,180852.33
TXN2306F5AE95,CUST0158,2024-08-24 10:10:59,45705.53,CREDIT,MOBILE,RENT,SUCCESS,Merchant_56,402417.06
TXN4AA1F6CDA8,CUST0176,2024-02-29 04:02:50,74788.19,WITHDRAWAL,ONLINE,SALARY,SUCCESS,Merchant_87,76174.84
TXN19D881B4A9,CUST0114,2024-02-08 12:08:20,78379.15,CREDIT,ATM,UTILITIES,FAILED,Merchant_43,222086.31
TXNCBD1B5DA8F,CUST0056,2024-09-18 09:03:55,21192.8,WITHDRAWAL,ATM,UTILITIES,SUCCESS,Merchant_74,478809.45
TXN391018D06C,CUST0023,2024-07-28 22:25:26,-38354.02,CREDIT,ATM,RENT,SUCCESS,Merchant_35,310702.72
TXNAB90473B97,CUST0026,2024-11-25 18:38:21,-36692.68,TRANSFER,ATM,GROCERIES,SUCCESS,Merchant_75,405343.41
TXND39AFAD20F,CUST0036,2024-07-16 07:51:07,-42646.42,CREDIT,ONLINE,SALARY,FAILED,Merchant_24,336053.39
TXN4FCF0CBE30,CUST0193,2024-10-10 22:15:03,8931.55,WITHDRAWAL,POS,SALARY,PENDING,Merchant_50,336340.49
TXNACD7A19699,CUST0032,2024-03-27 22:01:14,31115.37,TRANSFER,ONLINE,UTILITIES,SUCCESS,Merchant_62,250484.65
TXNF29814B644,CUST0151,2024-05-15 15:58:09,90874.05,CREDIT,MOBILE,GROCERIES,SUCCESS,Merchant_64,159938.76
TXN9A9867407B,CUST0187,2024-12-14 15:16:39,78671.1,TRANSFER,ATM,GROCERIES,SUCCESS,Merchant_83,118603.44
TXN62253892A4,CUST0099,2024-03-13 13:25:41,35011.05,CREDIT,POS,ENTERTAINMENT,SUCCESS,Merchant_100,89676.48
TXNAE39A988F6,CUST0090,2024-06-28 01:38:19,86853.88,CREDIT,ONLINE,REFUND,SUCCESS,Merchant_56,193269.9
TXN369611282D,CUST0110,2024-10-13 06:57:05,33422.6,PAYMENT,ONLINE,SALARY,FAILED,Merchant_21,237575.71
TXN81373E400E,CUST0081,2024-08-21 01:12:45,92819.28,DEBIT,POS,SALARY,SUCCESS,Merchant_81,306806.95
TXN0314A77D4C,CUST0036,2024-10-09 20:27:41,44613.29,DEBIT,ATM,EMI,PENDING,Merchant_50,465660.82
TXN55BFCF5621,CUST0064,2024-11-28 11:47:15,-36565.27,PAYMENT,POS,TRANSFER,FAILED,Merchant_75,23576.42
TXNEE02FDF75E,CUST0071,2024-01-25 14:00:18,84135.14,TRANSFER,BRANCH,ENTERTAINMENT,SUCCESS,Merchant_53,302321.14
TXNB2AC7282DB,CUST0166,2024-07-24 04:37:31,67814.25,CREDIT,BRANCH,EMI,SUCCESS,Merchant_68,23984.89
TXN1A18D5EC11,CUST0022,2024-07-04 04:45:26,-11807.54,CREDIT,MOBILE,SALARY,SUCCESS,Merchant_22,126037.54
TXN665219B155,CUST0064,2024-05-06 08:38:19,-41598.43,TRANSFER,MOBILE,UTILITIES,SUCCESS,Merchant_55,95297.01
TXN67B56B9DF7,CUST0142,2024-10-02 01:20:28,60741.41,TRANSFER,BRANCH,TRANSFER,SUCCESS,Merchant_75,369412.0
TXN70C11723F0,CUST0154,2024-12-30 05:49:13,40624.74,CREDIT,ATM,RENT,SUCCESS,Merchant_77,21365.4
TXN69EB88EE25,CUST0154,2024-10-23 19:21:43,-3814.16,WITHDRAWAL,MOBILE,SALARY,SUCCESS,Merchant_61,132038.68
TXN5D72F856E9,CUST0185,2024-10-12 22:39:24,-5335.61,PAYMENT,BRANCH,RENT,SUCCESS,Merchant_52,77361.48
TXN6428A5B68B,CUST0156,2024-09-28 23:25:46,52711.0,CREDIT,ATM,SALARY,SUCCESS,Merchant_51,163838.81
TXN5D81AA6E90,CUST0073,2024-01-08 16:24:29,91005.05,TRANSFER,BRANCH,TRANSFER,SUCCESS,Merchant_67,37142.86
TXN463415F21F,CUST0200,2024-06-06 16:45:33,31361.31,DEBIT,MOBILE,UTILITIES,SUCCESS,Merchant_32,158107.41
TXN4826C986CB,CUST0177,2024-12-13 20:05:29,48646.62,PAYMENT,ATM,SALARY,FAILED,Merchant_39,251594.59
TXN2018BBE627,CUST0007,2024-07-06 07:09:40,-31929.45,PAYMENT,ONLINE,RENT,FAILED,Merchant_100,110118.35
TXN9DA2DE5EA0,CUST0169,2024-07-10 11:10:14,-40633.88,DEBIT,ONLINE,TRANSFER,PENDING,Merchant_90,54468.76
TXNE199E9C796,CUST0078,2024-05-29 18:27:03,-31355.44,TRANSFER,BRANCH,REFUND,FAILED,Merchant_45,251928.44
TXNCFC438BE26,CUST0053,2024-02-06 21:12:08,99519.15,DEBIT,MOBILE,EMI,PENDING,Merchant_43,326870.1
TXN06399E9097,CUST0133,2024-09-09 16:25:43,92324.63,CREDIT,ATM,SALARY,FAILED,Merchant_96,149372.26
TXNEA15A940D1,CUST0156,2024-01-17 20:58:18,-8843.79,WITHDRAWAL,BRANCH,UTILITIES,SUCCESS,Merchant_82,263413.97
TXN179BB7F133,CUST0131,2024-06-13 01:54:36,86317.85,DEBIT,ATM,EMI,SUCCESS,Merchant_45,164506.29
TXN5BA17CA0E2,CUST0049,2024-10-20 09:56:05,54805.15,DEBIT,ATM,SALARY,SUCCESS,Merchant_85,336993.88
TXN41A7E75F47,CUST0192,2024-09-01 08:05:59,24977.13,TRANSFER,MOBILE,REFUND,SUCCESS,Merchant_57,77829.61
TXN6FA41B031D,CUST0101,2024-10-07 22:07:34,54280.39,WITHDRAWAL,MOBILE,REFUND,SUCCESS,Merchant_74,455696.77
TXN076B0BB459,CUST0076,2024-05-23 18:49:53,19708.32,CREDIT,ONLINE,SALARY,SUCCESS,Merchant_30,393971.06
TXN5B5EE42720,CUST0166,2024-11-16 14:25:14,12413.93,TRANSFER,POS,REFUND,SUCCESS,Merchant_44,96064.59
TXN74CD117767,CUST0014,2024-08-14 00:38:38,-39316.0,TRANSFER,MOBILE,RENT,PENDING,Merchant_65,442940.09
TXN4AC022FF4E,CUST0062,2024-03-05 21:00:05,79076.76,DEBIT,BRANCH,REFUND,SUCCESS,Merchant_99,41753.92
TXN741D985ADE,CUST0127,2024-01-03 10:28:38,-30613.05,DEBIT,BRANCH,TRANSFER,SUCCESS,Merchant_83,137009.5
TXN3FF6217F59,CUST0099,2024-09-03 12:48:09,34674.15,TRANSFER,ATM,UTILITIES,PENDING,Merchant_46,281217.18
TXN8F83E38711,CUST0029,2024-12-15 01:55:33,60669.02,CREDIT,MOBILE,REFUND,PENDING,Merchant_19,108375.98
TXN2BA952B216,CUST0062,2024-12-28 20:36:32,-35535.01,CREDIT,MOBILE,SALARY,FAILED,Merchant_8,353973.71
TXNA447985741,CUST0128,2024-07-28 00:37:56,-44148.42,DEBIT,MOBILE,ENTERTAINMENT,SUCCESS,Merchant_30,350402.04
TXN5979EAB0E2,CUST0164,2024-07-21 23:25:12,-27008.22,TRANSFER,ATM,TRANSFER,SUCCESS,Merchant_46,159500.34
TXNDDF3F0EFBD,CUST0153,2024-02-09 00:16:21,-35816.39,CREDIT,BRANCH,RENT,SUCCESS,Merchant_45,348177.91
TXN8030890FBC,CUST0019,2024-11-28 13:18:00,13324.84,TRANSFER,MOBILE,GROCERIES,SUCCESS,Merchant_75,205521.84
TXN48604AB8FE,CUST0136,2024-09-11 01:29:06,,PAYMENT,ATM,TRANSFER,SUCCESS,Merchant_23,60875.03
TXN7D39DBE4DB,CUST0004,2024-11-11 19:44:50,89797.91,CREDIT,ATM,RENT,PENDING,Merchant_40,47356.13
TXNEDF29D2B48,CUST0093,2024-04-13 11:02:15,22475.65,DEBIT,MOBILE,EMI,SUCCESS,Merchant_92,89469.9
TXNDBD26A8D97,CUST0082,2024-04-06 01:35:00,92144.48,WITHDRAWAL,MOBILE,EMI,SUCCESS,Merchant_72,488298.84
TXN7390BF1834,CUST0034,2024-10-26 03:56:42,63757.36,PAYMENT,MOBILE,ENTERTAINMENT,SUCCESS,Merchant_80,337557.62
TXN55B576811A,CUST0100,2024-01-30 03:36:47,-43981.71,PAYMENT,POS,ENTERTAINMENT,SUCCESS,Merchant_3,321183.31
TXNF5924CED69,CUST0146,2024-08-29 05:43:23,82646.51,DEBIT,MOBILE,RENT,SUCCESS,Merchant_25,428662.02
TXND0D9118A90,CUST0108,2024-02-19 11:47:11,49822.1,WITHDRAWAL,POS,EMI,SUCCESS,Merchant_37,200553.87
TXN7C48FC0878,CUST0094,2024-06-30 09:35:02,33267.82,TRANSFER,ONLINE,GROCERIES,FAILED,Merchant_4,193907.26
TXN15E9120EA3,CUST0140,2024-08-23 14:50:33,-12262.62,PAYMENT,POS,RENT,SUCCESS,Merchant_7,328279.72
TXNF8242414AE,CUST0175,2024-06-21 15:55:21,97776.39,DEBIT,ATM,ENTERTAINMENT,SUCCESS,Merchant_63,48570.6
TXN95FA42C737,CUST0045,2024-06-08 03:09:40,93587.82,TRANSFER,ATM,ENTERTAINMENT,SUCCESS,Merchant_97,348478.69
TXNF434CE7241,CUST0196,2024-02-15 08:27:29,-4199.95,DEBIT,ATM,TRANSFER,SUCCESS,Merchant_35,225746.5
TXN66D1E4D3A5,CUST0121,2024-06-27 21:30:58,25720.24,WITHDRAWAL,POS,RENT,PENDING,Merchant_37,440636.56
TXN8351BA97E1,CUST0198,2024-12-22 14:26:20,-25675.58,DEBIT,POS,GROCERIES,PENDING,Merchant_6,452311.2
TXN2AF644FAB0,CUST0019,2024-07-14 09:51:55,19067.32,PAYMENT,POS,EMI,SUCCESS,Merchant_3,274710.88
TXNA0759D2DFB,CUST0005,2024-09-26 19:56:43,-29602.27,DEBIT,POS,TRANSFER,FAILED,Merchant_85,281947.9
TXN077AE1BEA3,CUST0151,2024-02-12 23:30:35,79305.66,PAYMENT,ONLINE,UTILITIES,SUCCESS,Merchant_6,128784.18
TXN61C07CF23D,CUST0018,2024-05-16 20:04:38,59279.25,WITHDRAWAL,POS,GROCERIES,SUCCESS,Merchant_54,250383.12
TXNEE705C4BCA,CUST0004,2024-08-18 11:04:58,-41102.19,PAYMENT,MOBILE,UTILITIES,SUCCESS,Merchant_64,269258.62
TXN493F7FE48F,CUST0068,2024-06-11 17:21:21,87610.92,PAYMENT,ONLINE,UTILITIES,PENDING,Merchant_24,389173.02
TXN15B8A37F34,CUST0056,2024-08-13 01:50:52,45416.65,TRANSFER,POS,REFUND,FAILED,Merchant_72,173040.96
TXN2A147919B5,CUST0011,2024-11-27 08:40:07,46649.93,WITHDRAWAL,BRANCH,RENT,SUCCESS,Merchant_49,458587.22
TXNC0FABF40A0,CUST0016,2024-07-26 02:09:59,-22612.08,CREDIT,ONLINE,TRANSFER,FAILED,Merchant_41,363209.17
TXN579C976412,CUST0102,2024-09-06 19:32:18,-9834.05,WITHDRAWAL,MOBILE,TRANSFER,PENDING,Merchant_36,271485.21
TXN7EE951B3F1,CUST0130,2024-04-05 21:44:20,34604.27,PAYMENT,ONLINE,RENT,SUCCESS,Merchant_63,175304.58
TXNB5EC0F6E1E,CUST0074,2024-07-29 02:39:04,21145.2,TRANSFER,MOBILE,TRANSFER,SUCCESS,Merchant_79,226022.27
TXN8FDEE369CF,CUST0161,2024-09-26 01:10:09,-14641.94,TRANSFER,MOBILE,REFUND,SUCCESS,Merchant_2,39977.77
TXN6EA00879FA,CUST0183,2024-04-26 02:01:47,56313.04,WITHDRAWAL,BRANCH,ENTERTAINMENT,SUCCESS,Merchant_74,99928.05
TXN87A404F903,CUST0129,2024-05-15 21:42:35,24827.63,PAYMENT,ATM,UTILITIES,SUCCESS,Merchant_46,221133.54
TXNC3C7C81C9B,CUST0197,2024-09-13 14:33:14,96770.51,TRANSFER,ONLINE,RENT,SUCCESS,Merchant_51,166202.24
TXN506C549C37,CUST0107,2024-07-12 04:50:10,93597.51,WITHDRAWAL,ATM,UTILITIES,FAILED,Merchant_39,132025.37
TXN8EE3641EED,CUST0109,2024-03-10 04:53:54,42909.87,CREDIT,BRANCH,RENT,SUCCESS,Merchant_73,276662.77
TXN019769FF89,CUST0180,2024-10-12 05:19:48,81461.13,PAYMENT,BRANCH,TRANSFER,SUCCESS,Merchant_31,48390.18
TXN32A3878FD5,CUST0103,2024-09-19 08:38:49,-21473.84,DEBIT,ATM,RENT,SUCCESS,Merchant_90,361793.32
TXNB72E014A6A,CUST0022,2024-01-07 11:03:41,44293.09,CREDIT,BRANCH,ENTERTAINMENT,FAILED,Merchant_92,101773.47
TXN83814CFD88,CUST0164,2024-10-05 03:22:44,917.54,PAYMENT,MOBILE,UTILITIES,  success  ,Merchant_15,238586.1
TXNA343CBCA05,CUST0138,2024-11-15 04:44:37,20889.67,TRANSFER,BRANCH,TRANSFER,SUCCESS,Merchant_96,189985.75
TXN202EBF3F21,CUST0138,2024-10-11 05:39:23,52669.25,WITHDRAWAL,BRANCH,REFUND,SUCCESS,Merchant_100,250860.44
TXNC2E48594A3,CUST0158,2024-02-28 12:23:43,-47615.56,PAYMENT,ONLINE,ENTERTAINMENT,SUCCESS,Merchant_76,269672.5
TXN0EAD7321B5,CUST0040,2024-09-29 10:24:33,55004.16,PAYMENT,BRANCH,GROCERIES,SUCCESS,Merchant_3,151069.13
TXN085A1AF2BB,CUST0072,2024-05-31 18:25:10,-11759.59,WITHDRAWAL,ONLINE,SALARY,SUCCESS,Merchant_40,272279.59
TXN09CD38D1A1,CUST0022,2024-05-26 08:41:11,84141.97,TRANSFER,POS,GROCERIES,FAILED,Merchant_40,350024.53
TXN7173C2D2FA,CUST0080,2024-05-23 03:58:07,41861.03,PAYMENT,ONLINE,UTILITIES,SUCCESS,Merchant_74,215590.57
TXNABBEF18C6A,CUST0021,2024-09-27 06:32:54,36298.93,CREDIT,MOBILE,ENTERTAINMENT,SUCCESS,Merchant_39,410161.65
TXNB43AC32B20,CUST0131,2024-11-15 05:21:54,10132.58,DEBIT,ONLINE,RENT,SUCCESS,Merchant_81,403610.41
TXNC1079EAC3D,CUST0053,2024-06-04 01:18:53,13553.2,DEBIT,POS,ENTERTAINMENT,SUCCESS,Merchant_5,67786.07
TXNEFAC89AF58,CUST0040,2024-07-26 07:59:49,57080.11,PAYMENT,ATM,EMI,SUCCESS,Merchant_44,475071.01
TXNB84C0C1C62,CUST0138,2024-05-29 07:32:26,69986.51,TRANSFER,ATM,RENT,SUCCESS,Merchant_48,393808.13
TXNFD916E8E0B,CUST0084,2024-10-23 14:22:49,-3749.78,TRANSFER,MOBILE,UTILITIES,PENDING,Merchant_6,190614.86
TXN7E6FCC5A9A,CUST0101,2024-03-07 08:06:37,7618.63,PAYMENT,ATM,RENT,SUCCESS,Merchant_5,184623.02
TXN9EE4FCD1D9,CUST0151,2024-08-25 12:51:23,30057.32,TRANSFER,ONLINE,EMI,SUCCESS,Merchant_9,452960.34
TXN69AE75CAF1,CUST0163,2024-12-03 19:50:49,-10014.93,PAYMENT,MOBILE,EMI,PENDING,Merchant_5,55853.11
TXN9BF3EB6504,CUST0196,2024-05-17 10:36:16,51599.37,DEBIT,BRANCH,UTILITIES,FAILED,Merchant_25,471379.37
TXN5AEF06F92D,CUST0167,2024-08-11 05:01:20,-12730.71,CREDIT,POS,REFUND,SUCCESS,Merchant_99,128188.67
TXN3165BB11E2,CUST0175,2024-11-18 02:52:32,33585.51,WITHDRAWAL,ATM,RENT,PENDING,Merchant_81,449934.75
TXN1BF417FC4A,CUST0165,2024-02-06 14:00:54,-2135.73,PAYMENT,ATM,REFUND,PENDING,Merchant_82,140087.15
TXN7BC984277B,CUST0017,2024-02-23 17:39:46,,TRANSFER,MOBILE,RENT,SUCCESS,Merchant_37,297564.26
TXN5CAD56A876,CUST0080,2024-05-05 16:50:56,69409.66,TRANSFER,ATM,REFUND,SUCCESS,Merchant_89,160563.4
TXN068B8ACE4A,CUST0179,2024-06-23 01:41:19,,WITHDRAWAL,POS,ENTERTAINMENT,FAILED,Merchant_29,446727.77
TXNAB9E58E5D0,CUST0112,2024-03-20 06:43:22,56516.91,PAYMENT,ONLINE,ENTERTAINMENT,FAILED,Merchant_77,153823.48
TXN3F1E045D1D,CUST0187,2024-04-29 15:12:52,40421.58,TRANSFER,BRANCH,TRANSFER,SUCCESS,Merchant_84,438222.83
TXN690A221350,CUST0062,2024-08-27 12:27:29,32961.05,TRANSFER,BRANCH,GROCERIES,SUCCESS,Merchant_30,166199.0
TXN6699EBF023,CUST0015,2024-07-15 23:43:27,32928.55,PAYMENT,BRANCH,ENTERTAINMENT,SUCCESS,Merchant_9,255908.67
TXN7ACF51010D,CUST0063,2024-08-18 08:48:24,49227.02,CREDIT,POS,GROCERIES,FAILED,Merchant_40,299050.79
TXN6866A7F4FC,CUST0023,2024-08-07 14:52:58,10789.18,DEBIT,MOBILE,GROCERIES,FAILED,Merchant_15,185067.97
TXN7EA611EE81,CUST0112,2024-12-12 01:44:20,68355.1,DEBIT,POS,REFUND,SUCCESS,Merchant_41,344472.92
TXNDD6AA08C07,CUST0030,2024-03-04 02:40:51,-26671.87,CREDIT,BRANCH,GROCERIES,PENDING,Merchant_75,102857.05
TXNCB3403901F,CUST0117,2024-05-13 08:59:11,-12660.74,WITHDRAWAL,BRANCH,ENTERTAINMENT,FAILED,Merchant_93,43264.71
TXNEC6981ED2E,CUST0157,2024-05-06 15:56:27,95996.43,WITHDRAWAL,MOBILE,EMI,SUCCESS,Merchant_66,97633.74
TXNAABC9AAD79,CUST0156,2024-03-27 19:19:02,79978.13,CREDIT,ATM,GROCERIES,FAILED,Merchant_14,82828.77
TXN85D03994D6,CUST0015,2024-08-21 22:15:09,74565.39,TRANSFER,ATM,REFUND,SUCCESS,Merchant_5,237373.6
TXN25FA1D3F72,CUST0080,2024-04-15 22:56:52,78533.14,WITHDRAWAL,MOBILE,REFUND,SUCCESS,Merchant_89,356732.58
TXN6FCFCC9B67,CUST0171,2024-09-17 15:41:15,84243.12,TRANSFER,POS,EMI,PENDING,Merchant_86,487280.38
TXN9A14991A76,CUST0190,2024-06-17 23:56:29,90861.5,CREDIT,ONLINE,GROCERIES,PENDING,Merchant_38,27537.33
TXN7CD7FE5160,CUST0169,2024-08-31 23:56:36,44615.31,DEBIT,ONLINE,RENT,SUCCESS,Merchant_16,425531.99
TXN845DAFBB67,CUST0190,2024-09-04 04:15:18,-41521.86,PAYMENT,BRANCH,TRANSFER,PENDING,Merchant_95,390139.21
TXN7FEF5C5C89,CUST0045,2024-01-04 12:11:19,-34345.93,WITHDRAWAL,POS,SALARY,FAILED,Merchant_26,481447.5
TXN34B0D6882E,CUST0031,2024-10-23 16:57:41,13619.02,CREDIT,BRANCH,TRANSFER,PENDING,Merchant_39,297499.29
TXNE2CB2604C4,CUST0004,2024-06-21 13:31:37,-13123.52,CREDIT,BRANCH,GROCERIES,SUCCESS,Merchant_33,79445.95
TXNB0F64C2CF4,CUST0182,2024-10-13 16:16:53,66931.67,CREDIT,ATM,SALARY,SUCCESS,Merchant_59,436652.93
TXN819E291657,CUST0036,2024-04-25 16:16:14,-32496.36,PAYMENT,ATM,EMI,PENDING,Merchant_34,269254.53
TXN8345027DA9,CUST0180,2024-12-10 07:39:32,53673.48,DEBIT,MOBILE,EMI,SUCCESS,Merchant_50,389519.33
TXN9E1D0F3FBF,CUST0003,2024-02-23 00:18:23,-30021.12,WITHDRAWAL,ONLINE,EMI,SUCCESS,Merchant_82,178044.17
TXNAD2F94A1B5,CUST0042,2024-08-12 23:45:41,6159.86,WITHDRAWAL,BRANCH,RENT,PENDING,Merchant_68,9917.93
TXN3594944F4F,CUST0128,2024-11-30 15:11:22,53457.02,PAYMENT,BRANCH,SALARY,SUCCESS,Merchant_26,442210.07
TXN46E7440BED,CUST0089,2024-08-24 01:23:02,-11686.11,CREDIT,BRANCH,TRANSFER,FAILED,Merchant_25,226874.85
TXND3FE9BC0EA,CUST0134,2024-01-09 17:28:49,53355.28,CREDIT,MOBILE,RENT,PENDING,Merchant_21,237008.73
TXNA5777B471D,CUST0133,2024-06-21 20:11:00,1505.29,PAYMENT,ATM,ENTERTAINMENT,SUCCESS,Merchant_80,91771.09
TXN9A166A4CC4,CUST0185,2024-04-14 03:01:56,95843.84,CREDIT,ONLINE,RENT,SUCCESS,Merchant_68,394270.69
TXNB73984F0F7,CUST0067,2024-08-31 15:48:23,12340.35,PAYMENT,MOBILE,REFUND,FAILED,Merchant_72,133721.93
TXNFD0B815816,CUST0043,2024-07-03 12:59:38,10172.73,PAYMENT,POS,TRANSFER,FAILED,Merchant_57,427495.12
TXN3FA434B3B4,CUST0096,2024-02-25 10:14:27,69956.65,PAYMENT,POS,GROCERIES,SUCCESS,Merchant_63,200163.89
TXND23CDA79C2,CUST0033,2024-10-24 00:45:09,29226.86,CREDIT,ONLINE,ENTERTAINMENT,FAILED,Merchant_55,133853.74
TXN20D6BD72B6,CUST0192,2024-08-27 18:02:58,12938.52,DEBIT,POS,REFUND,SUCCESS,Merchant_43,48007.79
TXNCAD183B4A8,CUST0200,2024-06-09 00:10:18,83034.13,WITHDRAWAL,ONLINE,ENTERTAINMENT,SUCCESS,Merchant_35,415932.44
TXN37EF929947,CUST0069,2024-06-13 07:07:28,-20756.26,PAYMENT,ATM,RENT,PENDING,Merchant_17,454200.23
TXNA683B666D9,CUST0188,2024-08-17 05:40:29,18905.51,CREDIT,BRANCH,GROCERIES,PENDING,Merchant_63,143838.93
TXN7C1266D8B1,CUST0031,2024-04-28 06:15:54,-7503.14,CREDIT,MOBILE,REFUND,SUCCESS,Merchant_69,363074.49
TXNBD4B582B4D,CUST0198,2024-01-25 10:32:31,-10048.32,CREDIT,MOBILE,UTILITIES,FAILED,Merchant_48,394388.96
TXNF8B659DF17,CUST0008,2024-10-23 21:22:31,4460.47,CREDIT,ONLINE,TRANSFER,PENDING,Merchant_48,200432.01
TXNA730ADE03E,CUST0086,2024-06-19 01:16:11,57490.26,TRANSFER,ONLINE,REFUND,FAILED,Merchant_98,107891.43
TXN2959B8EFA9,CUST0110,2024-08-10 22:56:48,61029.48,WITHDRAWAL,POS,UTILITIES,SUCCESS,Merchant_90,117309.66
TXN734FEDFCA3,CUST0070,2024-08-28 07:02:11,82604.32,CREDIT,POS,UTILITIES,SUCCESS,Merchant_16,34974.49
TXNBCC7847AC6,CUST0135,2024-06-02 22:19:03,91494.33,PAYMENT,POS,REFUND,FAILED,Merchant_84,37874.76
TXN2299660F50,CUST0017,2024-07-07 03:13:34,-19492.13,TRANSFER,POS,TRANSFER,FAILED,Merchant_30,333498.46
TXN2F2465B363,CUST0068,2024-01-09 09:16:03,80689.42,TRANSFER,POS,GROCERIES,PENDING,Merchant_85,162519.24
TXN31E485DBFB,CUST0183,2024-08-06 10:16:56,90102.3,TRANSFER,ONLINE,GROCERIES,SUCCESS,Merchant_30,202576.06
TXN37314B8F1D,CUST0148,2024-01-02 11:51:31,-37392.09,TRANSFER,BRANCH,REFUND,SUCCESS,Merchant_40,344895.81
TXN4BF6436654,CUST0161,2024-08-02 20:37:28,-34212.06,TRANSFER,ONLINE,REFUND,PENDING,Merchant_23,365681.43
TXNA0A5205B2B,CUST0020,2024-10-30 15:20:27,930.09,DEBIT,POS,GROCERIES,PENDING,Merchant_25,90065.83
TXN18A6C370E9,CUST0128,2024-08-19 04:29:44,83411.29,DEBIT,ATM,ENTERTAINMENT,SUCCESS,Merchant_69,174572.63
TXN04EF7A1AA3,CUST0117,2024-06-26 14:11:55,-10253.5,TRANSFER,ONLINE,GROCERIES,PENDING,Merchant_84,468371.76
TXN1AEFB97032,CUST0131,2024-04-29 05:23:13,98744.0,WITHDRAWAL,ATM,GROCERIES,SUCCESS,Merchant_43,366005.03
TXN64B5D43BF6,CUST0093,2024-09-23 09:59:55,-132.53,WITHDRAWAL,ATM,TRANSFER,FAILED,Merchant_81,16911.48
TXN0BBDEC3C8B,CUST0015,2024-09-20 23:24:33,46231.75,DEBIT,POS,RENT,FAILED,Merchant_91,208244.25
TXND79A29D989,CUST0128,2024-07-12 09:58:51,-24994.91,CREDIT,BRANCH,GROCERIES,FAILED,Merchant_27,411870.93
TXN35136C257D,CUST0146,2024-04-08 23:56:03,71942.68,CREDIT,MOBILE,SALARY,SUCCESS,Merchant_91,109055.27
TXN93C5046249,CUST0043,2024-08-05 03:39:19,44766.47,PAYMENT,ATM,RENT,PENDING,Merchant_12,215070.17
TXNAAE3C44F38,CUST0095,2024-05-16 16:20:58,29721.79,TRANSFER,MOBILE,ENTERTAINMENT,SUCCESS,Merchant_11,141637.37
TXN2138863594,CUST0041,2024-09-23 06:06:19,-5107.61,CREDIT,BRANCH,ENTERTAINMENT,PENDING,Merchant_36,248240.76
TXN50E4CD3988,CUST0066,2024-08-27 22:22:40,78444.02,CREDIT,POS,UTILITIES,SUCCESS,Merchant_82,435941.41
TXN98273FE980,CUST0198,2024-11-26 08:14:35,65241.31,CREDIT,ONLINE,REFUND,FAILED,Merchant_9,138487.19
TXN498C76A7C1,CUST0027,2024-08-09 17:54:21,6784.81,PAYMENT,MOBILE,SALARY,SUCCESS,Merchant_8,108821.58
TXNE9F3F9500A,CUST0147,2024-04-20 09:11:03,25850.06,TRANSFER,BRANCH,REFUND,PENDING,Merchant_2,446199.02
TXND071B52C29,CUST0173,2024-06-06 12:43:40,84884.71,TRANSFER,POS,UTILITIES,PENDING,Merchant_51,386532.39
TXN9E10C81520,CUST0186,2024-04-17 02:38:19,-38810.85,DEBIT,POS,UTILITIES,SUCCESS,Merchant_28,99453.03
TXNBECF88EBD5,CUST0030,2024-01-30 05:32:53,43606.07,WITHDRAWAL,ONLINE,REFUND,PENDING,Merchant_70,475639.97
TXN32D6223DD5,CUST0059,2024-07-16 16:46:23,-31547.54,TRANSFER,POS,TRANSFER,SUCCESS,Merchant_21,322920.67
TXN15C171B43D,CUST0190,2024-03-16 03:56:06,86477.5,PAYMENT,MOBILE,TRANSFER,SUCCESS,Merchant_72,422476.24
TXN34849AD5E4,CUST0131,2024-11-07 17:57:52,-9033.39,DEBIT,POS,SALARY,SUCCESS,Merchant_95,307411.05
TXNBF5461D323,CUST0001,2024-08-24 05:25:05,23667.88,CREDIT,POS,SALARY,FAILED,Merchant_11,156034.04
TXNF1621346E1,CUST0012,2024-11-07 11:01:12,41567.62,WITHDRAWAL,POS,GROCERIES,FAILED,Merchant_69,395993.48
TXN1ACE03EE2F,CUST0004,2024-07-14 18:15:27,85311.32,TRANSFER,BRANCH,SALARY,PENDING,Merchant_9,459847.97
TXN5BCD051077,CUST0063,2024-11-24 22:25:29,49094.13,TRANSFER,POS,GROCERIES,SUCCESS,Merchant_77,476882.42
TXN59F21ED9D4,CUST0012,2024-04-27 09:21:03,-6758.99,CREDIT,POS,REFUND,PENDING,Merchant_91,113040.01
